Date,Product_Family,SKU,Demand
2016-05-01,FOODS_1,FOODS_1_124,24
2011-01-01,FOODS_1,FOODS_1_128,0
2011-02-01,FOODS_1,FOODS_1_128,0
2011-03-01,FOODS_1,FOODS_1_128,6
2011-04-01,FOODS_1,FOODS_1_128,29
2011-05-01,FOODS_1,FOODS_1_128,12
2011-06-01,FOODS_1,FOODS_1_128,68
2011-07-01,FOODS_1,FOODS_1_128,75
2011-08-01,FOODS_1,FOODS_1_128,6
2011-09-01,FOODS_1,FOODS_1_128,40
2011-10-01,FOODS_1,FOODS_1_128,6
2011-11-01,FOODS_1,FOODS_1_128,15
2011-12-01,FOODS_1,FOODS_1_128,33
2012-01-01,FOODS_1,FOODS_1_128,31
2012-02-01,FOODS_1,FOODS_1_128,25
2012-03-01,FOODS_1,FOODS_1_128,23
2012-04-01,FOODS_1,FOODS_1_128,20
2012-05-01,FOODS_1,FOODS_1_128,23
2012-06-01,FOODS_1,FOODS_1_128,13
2012-07-01,FOODS_1,FOODS_1_128,0
2012-08-01,FOODS_1,FOODS_1_128,27
2012-09-01,FOODS_1,FOODS_1_128,28
2012-10-01,FOODS_1,FOODS_1_128,27
2012-11-01,FOODS_1,FOODS_1_128,25
2012-12-01,FOODS_1,FOODS_1_128,35
2013-01-01,FOODS_1,FOODS_1_128,22
2013-02-01,FOODS_1,FOODS_1_128,34
2013-03-01,FOODS_1,FOODS_1_128,32
2013-04-01,FOODS_1,FOODS_1_128,24
2013-05-01,FOODS_1,FOODS_1_128,29
2013-06-01,FOODS_1,FOODS_1_128,14
2013-07-01,FOODS_1,FOODS_1_128,13
2013-08-01,FOODS_1,FOODS_1_128,11
2013-09-01,FOODS_1,FOODS_1_128,14
2013-10-01,FOODS_1,FOODS_1_128,16
2013-11-01,FOODS_1,FOODS_1_128,17
2013-12-01,FOODS_1,FOODS_1_128,37
2014-01-01,FOODS_1,FOODS_1_128,21
2014-02-01,FOODS_1,FOODS_1_128,19
2014-03-01,FOODS_1,FOODS_1_128,17
2014-04-01,FOODS_1,FOODS_1_128,28
2014-05-01,FOODS_1,FOODS_1_128,30
2014-06-01,FOODS_1,FOODS_1_128,19
2014-07-01,FOODS_1,FOODS_1_128,13
2014-08-01,FOODS_1,FOODS_1_128,20
2014-09-01,FOODS_1,FOODS_1_128,5
2014-10-01,FOODS_1,FOODS_1_128,17
2014-11-01,FOODS_1,FOODS_1_128,14
2014-12-01,FOODS_1,FOODS_1_128,29
2015-01-01,FOODS_1,FOODS_1_128,15
2015-02-01,FOODS_1,FOODS_1_128,24
2015-03-01,FOODS_1,FOODS_1_128,17
2015-04-01,FOODS_1,FOODS_1_128,13
2015-05-01,FOODS_1,FOODS_1_128,11
2015-06-01,FOODS_1,FOODS_1_128,19
2015-07-01,FOODS_1,FOODS_1_128,10
2015-08-01,FOODS_1,FOODS_1_128,19
2015-09-01,FOODS_1,FOODS_1_128,12
2015-10-01,FOODS_1,FOODS_1_128,8
2015-11-01,FOODS_1,FOODS_1_128,14
2015-12-01,FOODS_1,FOODS_1_128,58
2016-01-01,FOODS_1,FOODS_1_128,13
2016-02-01,FOODS_1,FOODS_1_128,14
2016-03-01,FOODS_1,FOODS_1_128,21
2016-04-01,FOODS_1,FOODS_1_128,18
2016-05-01,FOODS_1,FOODS_1_128,17
2011-01-01,FOODS_1,FOODS_1_135,3
2011-02-01,FOODS_1,FOODS_1_135,16
2011-03-01,FOODS_1,FOODS_1_135,19
2011-04-01,FOODS_1,FOODS_1_135,29
2011-05-01,FOODS_1,FOODS_1_135,33
2011-06-01,FOODS_1,FOODS_1_135,18
2011-07-01,FOODS_1,FOODS_1_135,11
2011-08-01,FOODS_1,FOODS_1_135,29
2011-09-01,FOODS_1,FOODS_1_135,25
2011-10-01,FOODS_1,FOODS_1_135,29
2011-11-01,FOODS_1,FOODS_1_135,2
2011-12-01,FOODS_1,FOODS_1_135,0
2012-01-01,FOODS_1,FOODS_1_135,9
2012-02-01,FOODS_1,FOODS_1_135,16
2012-03-01,FOODS_1,FOODS_1_135,19
2012-04-01,FOODS_1,FOODS_1_135,18
2012-05-01,FOODS_1,FOODS_1_135,10
2012-06-01,FOODS_1,FOODS_1_135,0
2012-07-01,FOODS_1,FOODS_1_135,0
2012-08-01,FOODS_1,FOODS_1_135,0
2012-09-01,FOODS_1,FOODS_1_135,17
2012-10-01,FOODS_1,FOODS_1_135,0
2012-11-01,FOODS_1,FOODS_1_135,0
2012-12-01,FOODS_1,FOODS_1_135,0
2013-01-01,FOODS_1,FOODS_1_135,19
2013-02-01,FOODS_1,FOODS_1_135,14
2013-03-01,FOODS_1,FOODS_1_135,11
2013-04-01,FOODS_1,FOODS_1_135,11
2013-05-01,FOODS_1,FOODS_1_135,7
2013-06-01,FOODS_1,FOODS_1_135,27
2013-07-01,FOODS_1,FOODS_1_135,21
2013-08-01,FOODS_1,FOODS_1_135,11
2013-09-01,FOODS_1,FOODS_1_135,24
2013-10-01,FOODS_1,FOODS_1_135,0
2013-11-01,FOODS_1,FOODS_1_135,0
2013-12-01,FOODS_1,FOODS_1_135,0
2014-01-01,FOODS_1,FOODS_1_135,8
2014-02-01,FOODS_1,FOODS_1_135,20
2014-03-01,FOODS_1,FOODS_1_135,25
2014-04-01,FOODS_1,FOODS_1_135,1
2014-05-01,FOODS_1,FOODS_1_135,0
2014-06-01,FOODS_1,FOODS_1_135,0
2014-07-01,FOODS_1,FOODS_1_135,5
2014-08-01,FOODS_1,FOODS_1_135,20
2014-09-01,FOODS_1,FOODS_1_135,28
2014-10-01,FOODS_1,FOODS_1_135,3
2014-11-01,FOODS_1,FOODS_1_135,0
2014-12-01,FOODS_1,FOODS_1_135,0
2015-01-01,FOODS_1,FOODS_1_135,21
2015-02-01,FOODS_1,FOODS_1_135,27
2015-03-01,FOODS_1,FOODS_1_135,28
2015-04-01,FOODS_1,FOODS_1_135,6
2015-05-01,FOODS_1,FOODS_1_135,0
2015-06-01,FOODS_1,FOODS_1_135,0
2015-07-01,FOODS_1,FOODS_1_135,9
2015-08-01,FOODS_1,FOODS_1_135,20
2015-09-01,FOODS_1,FOODS_1_135,27
2015-10-01,FOODS_1,FOODS_1_135,15
2015-11-01,FOODS_1,FOODS_1_135,0
2015-12-01,FOODS_1,FOODS_1_135,0
2016-01-01,FOODS_1,FOODS_1_135,24
2016-02-01,FOODS_1,FOODS_1_135,15
2016-03-01,FOODS_1,FOODS_1_135,19
2016-04-01,FOODS_1,FOODS_1_135,15
2016-05-01,FOODS_1,FOODS_1_135,36
2011-01-01,FOODS_1,FOODS_1_185,2
2011-02-01,FOODS_1,FOODS_1_185,3
2011-03-01,FOODS_1,FOODS_1_185,18
2011-04-01,FOODS_1,FOODS_1_185,7
2011-05-01,FOODS_1,FOODS_1_185,50
2011-06-01,FOODS_1,FOODS_1_185,55
2011-07-01,FOODS_1,FOODS_1_185,62
2011-08-01,FOODS_1,FOODS_1_185,57
2011-09-01,FOODS_1,FOODS_1_185,42
2011-10-01,FOODS_1,FOODS_1_185,35
2011-11-01,FOODS_1,FOODS_1_185,25
2011-12-01,FOODS_1,FOODS_1_185,9
2012-01-01,FOODS_1,FOODS_1_185,23
2012-02-01,FOODS_1,FOODS_1_185,40
2012-03-01,FOODS_1,FOODS_1_185,32
2012-04-01,FOODS_1,FOODS_1_185,44
2012-05-01,FOODS_1,FOODS_1_185,37
2012-06-01,FOODS_1,FOODS_1_185,43
2012-07-01,FOODS_1,FOODS_1_185,43
2012-08-01,FOODS_1,FOODS_1_185,46
2012-09-01,FOODS_1,FOODS_1_185,26
2012-10-01,FOODS_1,FOODS_1_185,21
2012-11-01,FOODS_1,FOODS_1_185,22
2012-12-01,FOODS_1,FOODS_1_185,23
2013-01-01,FOODS_1,FOODS_1_185,19
2013-02-01,FOODS_1,FOODS_1_185,0
2013-03-01,FOODS_1,FOODS_1_185,35
2013-04-01,FOODS_1,FOODS_1_185,34
2013-05-01,FOODS_1,FOODS_1_185,56
2013-06-01,FOODS_1,FOODS_1_185,52
2013-07-01,FOODS_1,FOODS_1_185,49
2013-08-01,FOODS_1,FOODS_1_185,52
2013-09-01,FOODS_1,FOODS_1_185,38
2013-10-01,FOODS_1,FOODS_1_185,20
2013-11-01,FOODS_1,FOODS_1_185,12
2013-12-01,FOODS_1,FOODS_1_185,29
2014-01-01,FOODS_1,FOODS_1_185,15
2014-02-01,FOODS_1,FOODS_1_185,26
2014-03-01,FOODS_1,FOODS_1_185,28
2014-04-01,FOODS_1,FOODS_1_185,37
2014-05-01,FOODS_1,FOODS_1_185,40
2014-06-01,FOODS_1,FOODS_1_185,33
2014-07-01,FOODS_1,FOODS_1_185,24
2014-08-01,FOODS_1,FOODS_1_185,35
2014-09-01,FOODS_1,FOODS_1_185,17
2014-10-01,FOODS_1,FOODS_1_185,44
2014-11-01,FOODS_1,FOODS_1_185,21
2014-12-01,FOODS_1,FOODS_1_185,19
2015-01-01,FOODS_1,FOODS_1_185,25
2015-02-01,FOODS_1,FOODS_1_185,49
2015-03-01,FOODS_1,FOODS_1_185,12
2015-04-01,FOODS_1,FOODS_1_185,31
2015-05-01,FOODS_1,FOODS_1_185,55
2015-06-01,FOODS_1,FOODS_1_185,68
2015-07-01,FOODS_1,FOODS_1_185,25
2015-08-01,FOODS_1,FOODS_1_185,29
2015-09-01,FOODS_1,FOODS_1_185,8
2015-10-01,FOODS_1,FOODS_1_185,40
2015-11-01,FOODS_1,FOODS_1_185,28
2015-12-01,FOODS_1,FOODS_1_185,39
2016-01-01,FOODS_1,FOODS_1_185,25
2016-02-01,FOODS_1,FOODS_1_185,43
2016-03-01,FOODS_1,FOODS_1_185,48
2016-04-01,FOODS_1,FOODS_1_185,60
2016-05-01,FOODS_1,FOODS_1_185,40
2011-01-01,FOODS_2,FOODS_2_045,0
2011-02-01,FOODS_2,FOODS_2_045,0
2011-03-01,FOODS_2,FOODS_2_045,0
2011-04-01,FOODS_2,FOODS_2_045,0
2011-05-01,FOODS_2,FOODS_2_045,0
2011-06-01,FOODS_2,FOODS_2_045,0
2011-07-01,FOODS_2,FOODS_2_045,0
2011-08-01,FOODS_2,FOODS_2_045,0
2011-09-01,FOODS_2,FOODS_2_045,0
2011-10-01,FOODS_2,FOODS_2_045,0
2011-11-01,FOODS_2,FOODS_2_045,0
2011-12-01,FOODS_2,FOODS_2_045,0
2012-01-01,FOODS_2,FOODS_2_045,0
2012-02-01,FOODS_2,FOODS_2_045,0
2012-03-01,FOODS_2,FOODS_2_045,0
2012-04-01,FOODS_2,FOODS_2_045,0
2012-05-01,FOODS_2,FOODS_2_045,0
2012-06-01,FOODS_2,FOODS_2_045,0
2012-07-01,FOODS_2,FOODS_2_045,0
2012-08-01,FOODS_2,FOODS_2_045,0
2012-09-01,FOODS_2,FOODS_2_045,0
2012-10-01,FOODS_2,FOODS_2_045,0
2012-11-01,FOODS_2,FOODS_2_045,0
2012-12-01,FOODS_2,FOODS_2_045,0
2013-01-01,FOODS_2,FOODS_2_045,0
2013-02-01,FOODS_2,FOODS_2_045,31
2013-03-01,FOODS_2,FOODS_2_045,36
2013-04-01,FOODS_2,FOODS_2_045,30
2013-05-01,FOODS_2,FOODS_2_045,25
2013-06-01,FOODS_2,FOODS_2_045,32
2013-07-01,FOODS_2,FOODS_2_045,16
2013-08-01,FOODS_2,FOODS_2_045,33
2013-09-01,FOODS_2,FOODS_2_045,28
2013-10-01,FOODS_2,FOODS_2_045,28
2013-11-01,FOODS_2,FOODS_2_045,29
2013-12-01,FOODS_2,FOODS_2_045,44
2014-01-01,FOODS_2,FOODS_2_045,22
2014-02-01,FOODS_2,FOODS_2_045,0
2014-03-01,FOODS_2,FOODS_2_045,0
2014-04-01,FOODS_2,FOODS_2_045,13
2014-05-01,FOODS_2,FOODS_2_045,37
2014-06-01,FOODS_2,FOODS_2_045,24
2014-07-01,FOODS_2,FOODS_2_045,26
2014-08-01,FOODS_2,FOODS_2_045,38
2014-09-01,FOODS_2,FOODS_2_045,28
2014-10-01,FOODS_2,FOODS_2_045,46
2014-11-01,FOODS_2,FOODS_2_045,43
2014-12-01,FOODS_2,FOODS_2_045,2
2015-01-01,FOODS_2,FOODS_2_045,1
2015-02-01,FOODS_2,FOODS_2_045,0
2015-03-01,FOODS_2,FOODS_2_045,0
2015-04-01,FOODS_2,FOODS_2_045,0
2015-05-01,FOODS_2,FOODS_2_045,6
2015-06-01,FOODS_2,FOODS_2_045,0
2015-07-01,FOODS_2,FOODS_2_045,6
2015-08-01,FOODS_2,FOODS_2_045,28
2015-09-01,FOODS_2,FOODS_2_045,36
2015-10-01,FOODS_2,FOODS_2_045,45
2015-11-01,FOODS_2,FOODS_2_045,41
2015-12-01,FOODS_2,FOODS_2_045,40
2016-01-01,FOODS_2,FOODS_2_045,28
2016-02-01,FOODS_2,FOODS_2_045,33
2016-03-01,FOODS_2,FOODS_2_045,33
2016-04-01,FOODS_2,FOODS_2_045,30
2016-05-01,FOODS_2,FOODS_2_045,18
2011-01-01,FOODS_2,FOODS_2_069,0
2011-02-01,FOODS_2,FOODS_2_069,0
2011-03-01,FOODS_2,FOODS_2_069,0
2011-04-01,FOODS_2,FOODS_2_069,0
2011-05-01,FOODS_2,FOODS_2_069,0
2011-06-01,FOODS_2,FOODS_2_069,0
2011-07-01,FOODS_2,FOODS_2_069,0
2011-08-01,FOODS_2,FOODS_2_069,0
2011-09-01,FOODS_2,FOODS_2_069,0
2011-10-01,FOODS_2,FOODS_2_069,0
2011-11-01,FOODS_2,FOODS_2_069,0
2011-12-01,FOODS_2,FOODS_2_069,0
2012-01-01,FOODS_2,FOODS_2_069,0
2012-02-01,FOODS_2,FOODS_2_069,0
2012-03-01,FOODS_2,FOODS_2_069,0
2012-04-01,FOODS_2,FOODS_2_069,4
2012-05-01,FOODS_2,FOODS_2_069,10
2012-06-01,FOODS_2,FOODS_2_069,15
2012-07-01,FOODS_2,FOODS_2_069,13
2012-08-01,FOODS_2,FOODS_2_069,8
2012-09-01,FOODS_2,FOODS_2_069,2
2012-10-01,FOODS_2,FOODS_2_069,2
2012-11-01,FOODS_2,FOODS_2_069,17
2012-12-01,FOODS_2,FOODS_2_069,12
2013-01-01,FOODS_2,FOODS_2_069,11
2013-02-01,FOODS_2,FOODS_2_069,17
2013-03-01,FOODS_2,FOODS_2_069,2
2013-04-01,FOODS_2,FOODS_2_069,20
2013-05-01,FOODS_2,FOODS_2_069,16
2013-06-01,FOODS_2,FOODS_2_069,17
2013-07-01,FOODS_2,FOODS_2_069,11
2013-08-01,FOODS_2,FOODS_2_069,10
2013-09-01,FOODS_2,FOODS_2_069,5
2013-10-01,FOODS_2,FOODS_2_069,6
2013-11-01,FOODS_2,FOODS_2_069,11
2013-12-01,FOODS_2,FOODS_2_069,15
2014-01-01,FOODS_2,FOODS_2_069,8
2014-02-01,FOODS_2,FOODS_2_069,15
2014-03-01,FOODS_2,FOODS_2_069,19
2014-04-01,FOODS_2,FOODS_2_069,11
2014-05-01,FOODS_2,FOODS_2_069,12
2014-06-01,FOODS_2,FOODS_2_069,11
2014-07-01,FOODS_2,FOODS_2_069,16
2014-08-01,FOODS_2,FOODS_2_069,16
2014-09-01,FOODS_2,FOODS_2_069,13
2014-10-01,FOODS_2,FOODS_2_069,16
2014-11-01,FOODS_2,FOODS_2_069,24
2014-12-01,FOODS_2,FOODS_2_069,13
2015-01-01,FOODS_2,FOODS_2_069,20
2015-02-01,FOODS_2,FOODS_2_069,17
2015-03-01,FOODS_2,FOODS_2_069,10
2015-04-01,FOODS_2,FOODS_2_069,11
2015-05-01,FOODS_2,FOODS_2_069,2
2015-06-01,FOODS_2,FOODS_2_069,12
2015-07-01,FOODS_2,FOODS_2_069,13
2015-08-01,FOODS_2,FOODS_2_069,19
2015-09-01,FOODS_2,FOODS_2_069,13
2015-10-01,FOODS_2,FOODS_2_069,13
2015-11-01,FOODS_2,FOODS_2_069,18
2015-12-01,FOODS_2,FOODS_2_069,14
2016-01-01,FOODS_2,FOODS_2_069,20
2016-02-01,FOODS_2,FOODS_2_069,21
2016-03-01,FOODS_2,FOODS_2_069,23
2016-04-01,FOODS_2,FOODS_2_069,16
2016-05-01,FOODS_2,FOODS_2_069,9
2011-01-01,FOODS_2,FOODS_2_111,0
2011-02-01,FOODS_2,FOODS_2_111,0
2011-03-01,FOODS_2,FOODS_2_111,0
2011-04-01,FOODS_2,FOODS_2_111,0
2011-05-01,FOODS_2,FOODS_2_111,0
2011-06-01,FOODS_2,FOODS_2_111,0
2011-07-01,FOODS_2,FOODS_2_111,0
2011-08-01,FOODS_2,FOODS_2_111,0
2011-09-01,FOODS_2,FOODS_2_111,0
2011-10-01,FOODS_2,FOODS_2_111,0
2011-11-01,FOODS_2,FOODS_2_111,0
2011-12-01,FOODS_2,FOODS_2_111,0
2012-01-01,FOODS_2,FOODS_2_111,13
2012-02-01,FOODS_2,FOODS_2_111,14
2012-03-01,FOODS_2,FOODS_2_111,14
2012-04-01,FOODS_2,FOODS_2_111,19
2012-05-01,FOODS_2,FOODS_2_111,16
2012-06-01,FOODS_2,FOODS_2_111,17
2012-07-01,FOODS_2,FOODS_2_111,10
2012-08-01,FOODS_2,FOODS_2_111,16
2012-09-01,FOODS_2,FOODS_2_111,11
2012-10-01,FOODS_2,FOODS_2_111,7
2012-11-01,FOODS_2,FOODS_2_111,12
2012-12-01,FOODS_2,FOODS_2_111,12
2013-01-01,FOODS_2,FOODS_2_111,9
2013-02-01,FOODS_2,FOODS_2_111,15
2013-03-01,FOODS_2,FOODS_2_111,0
2013-04-01,FOODS_2,FOODS_2_111,10
2013-05-01,FOODS_2,FOODS_2_111,8
2013-06-01,FOODS_2,FOODS_2_111,17
2013-07-01,FOODS_2,FOODS_2_111,8
2013-08-01,FOODS_2,FOODS_2_111,20
2013-09-01,FOODS_2,FOODS_2_111,10
2013-10-01,FOODS_2,FOODS_2_111,12
2013-11-01,FOODS_2,FOODS_2_111,15
2013-12-01,FOODS_2,FOODS_2_111,17
2014-01-01,FOODS_2,FOODS_2_111,21
2014-02-01,FOODS_2,FOODS_2_111,9
2014-03-01,FOODS_2,FOODS_2_111,12
2014-04-01,FOODS_2,FOODS_2_111,11
2014-05-01,FOODS_2,FOODS_2_111,4
2014-06-01,FOODS_2,FOODS_2_111,8
2014-07-01,FOODS_2,FOODS_2_111,6
2014-08-01,FOODS_2,FOODS_2_111,2
2014-09-01,FOODS_2,FOODS_2_111,9
2014-10-01,FOODS_2,FOODS_2_111,12
2014-11-01,FOODS_2,FOODS_2_111,1
2014-12-01,FOODS_2,FOODS_2_111,0
2015-01-01,FOODS_2,FOODS_2_111,4
2015-02-01,FOODS_2,FOODS_2_111,1
2015-03-01,FOODS_2,FOODS_2_111,0
2015-04-01,FOODS_2,FOODS_2_111,0
2015-05-01,FOODS_2,FOODS_2_111,11
2015-06-01,FOODS_2,FOODS_2_111,5
2015-07-01,FOODS_2,FOODS_2_111,3
2015-08-01,FOODS_2,FOODS_2_111,1
2015-09-01,FOODS_2,FOODS_2_111,10
2015-10-01,FOODS_2,FOODS_2_111,13
2015-11-01,FOODS_2,FOODS_2_111,8
2015-12-01,FOODS_2,FOODS_2_111,12
2016-01-01,FOODS_2,FOODS_2_111,6
2016-02-01,FOODS_2,FOODS_2_111,6
2016-03-01,FOODS_2,FOODS_2_111,11
2016-04-01,FOODS_2,FOODS_2_111,2
2016-05-01,FOODS_2,FOODS_2_111,4
2011-01-01,FOODS_2,FOODS_2_314,0
2011-02-01,FOODS_2,FOODS_2_314,0
2011-03-01,FOODS_2,FOODS_2_314,0
2011-04-01,FOODS_2,FOODS_2_314,0
2011-05-01,FOODS_2,FOODS_2_314,0
2011-06-01,FOODS_2,FOODS_2_314,14
2011-07-01,FOODS_2,FOODS_2_314,10
2011-08-01,FOODS_2,FOODS_2_314,4
2011-09-01,FOODS_2,FOODS_2_314,4
2011-10-01,FOODS_2,FOODS_2_314,0
2011-11-01,FOODS_2,FOODS_2_314,0
2011-12-01,FOODS_2,FOODS_2_314,0
2012-01-01,FOODS_2,FOODS_2_314,0
2012-02-01,FOODS_2,FOODS_2_314,0
2012-03-01,FOODS_2,FOODS_2_314,5
2012-04-01,FOODS_2,FOODS_2_314,10
2012-05-01,FOODS_2,FOODS_2_314,22
2012-06-01,FOODS_2,FOODS_2_314,16
2012-07-01,FOODS_2,FOODS_2_314,29
2012-08-01,FOODS_2,FOODS_2_314,37
2012-09-01,FOODS_2,FOODS_2_314,21
2012-10-01,FOODS_2,FOODS_2_314,7
2012-11-01,FOODS_2,FOODS_2_314,12
2012-12-01,FOODS_2,FOODS_2_314,24
2013-01-01,FOODS_2,FOODS_2_314,7
2013-02-01,FOODS_2,FOODS_2_314,19
2013-03-01,FOODS_2,FOODS_2_314,17
2013-04-01,FOODS_2,FOODS_2_314,21
2013-05-01,FOODS_2,FOODS_2_314,21
2013-06-01,FOODS_2,FOODS_2_314,20
2013-07-01,FOODS_2,FOODS_2_314,12
2013-08-01,FOODS_2,FOODS_2_314,14
2013-09-01,FOODS_2,FOODS_2_314,17
2013-10-01,FOODS_2,FOODS_2_314,14
2013-11-01,FOODS_2,FOODS_2_314,10
2013-12-01,FOODS_2,FOODS_2_314,7
2014-01-01,FOODS_2,FOODS_2_314,3
2014-02-01,FOODS_2,FOODS_2_314,30
2014-03-01,FOODS_2,FOODS_2_314,53
2014-04-01,FOODS_2,FOODS_2_314,60
2014-05-01,FOODS_2,FOODS_2_314,12
2014-06-01,FOODS_2,FOODS_2_314,5
2014-07-01,FOODS_2,FOODS_2_314,7
2014-08-01,FOODS_2,FOODS_2_314,13
2014-09-01,FOODS_2,FOODS_2_314,3
2014-10-01,FOODS_2,FOODS_2_314,6
2014-11-01,FOODS_2,FOODS_2_314,6
2014-12-01,FOODS_2,FOODS_2_314,5
2015-01-01,FOODS_2,FOODS_2_314,13
2015-02-01,FOODS_2,FOODS_2_314,18
2015-03-01,FOODS_2,FOODS_2_314,15
2015-04-01,FOODS_2,FOODS_2_314,14
2015-05-01,FOODS_2,FOODS_2_314,15
2015-06-01,FOODS_2,FOODS_2_314,10
2015-07-01,FOODS_2,FOODS_2_314,17
2015-08-01,FOODS_2,FOODS_2_314,16
2015-09-01,FOODS_2,FOODS_2_314,14
2015-10-01,FOODS_2,FOODS_2_314,28
2015-11-01,FOODS_2,FOODS_2_314,34
2015-12-01,FOODS_2,FOODS_2_314,29
2016-01-01,FOODS_2,FOODS_2_314,25
2016-02-01,FOODS_2,FOODS_2_314,22
2016-03-01,FOODS_2,FOODS_2_314,9
2016-04-01,FOODS_2,FOODS_2_314,21
2016-05-01,FOODS_2,FOODS_2_314,6
2011-01-01,FOODS_2,FOODS_2_361,5
2011-02-01,FOODS_2,FOODS_2_361,30
2011-03-01,FOODS_2,FOODS_2_361,27
2011-04-01,FOODS_2,FOODS_2_361,36
2011-05-01,FOODS_2,FOODS_2_361,20
2011-06-01,FOODS_2,FOODS_2_361,51
2011-07-01,FOODS_2,FOODS_2_361,46
2011-08-01,FOODS_2,FOODS_2_361,11
2011-09-01,FOODS_2,FOODS_2_361,10
2011-10-01,FOODS_2,FOODS_2_361,0
2011-11-01,FOODS_2,FOODS_2_361,18
2011-12-01,FOODS_2,FOODS_2_361,6
2012-01-01,FOODS_2,FOODS_2_361,6
2012-02-01,FOODS_2,FOODS_2_361,38
2012-03-01,FOODS_2,FOODS_2_361,50
2012-04-01,FOODS_2,FOODS_2_361,51
2012-05-01,FOODS_2,FOODS_2_361,33
2012-06-01,FOODS_2,FOODS_2_361,36
2012-07-01,FOODS_2,FOODS_2_361,33
2012-08-01,FOODS_2,FOODS_2_361,25
2012-09-01,FOODS_2,FOODS_2_361,8
2012-10-01,FOODS_2,FOODS_2_361,0
2012-11-01,FOODS_2,FOODS_2_361,16
2012-12-01,FOODS_2,FOODS_2_361,28
2013-01-01,FOODS_2,FOODS_2_361,12
2013-02-01,FOODS_2,FOODS_2_361,10
2013-03-01,FOODS_2,FOODS_2_361,20
2013-04-01,FOODS_2,FOODS_2_361,0
2013-05-01,FOODS_2,FOODS_2_361,12
2013-06-01,FOODS_2,FOODS_2_361,24
2013-07-01,FOODS_2,FOODS_2_361,31
2013-08-01,FOODS_2,FOODS_2_361,16
2013-09-01,FOODS_2,FOODS_2_361,21
2013-10-01,FOODS_2,FOODS_2_361,29
2013-11-01,FOODS_2,FOODS_2_361,43
2013-12-01,FOODS_2,FOODS_2_361,32
2014-01-01,FOODS_2,FOODS_2_361,29
2014-02-01,FOODS_2,FOODS_2_361,27
