SKU,Product_Family,Date,Actual,Forecast,Method
FOODS_2_111,FOODS_2,2015-06-01,5.0,5.3574560276386185,Croston
FOODS_2_111,FOODS_2,2015-07-01,3.0,5.333705895750872,Croston
FOODS_2_111,FOODS_2,2015-08-01,1.0,5.173265516302874,Croston
FOODS_2_111,FOODS_2,2015-09-01,10.0,4.8771015460201985,Croston
FOODS_2_111,FOODS_2,2015-10-01,13.0,5.2515288421279624,Croston
FOODS_2_111,FOODS_2,2015-11-01,8.0,5.8335184526504715,Croston
FOODS_2_111,FOODS_2,2015-12-01,12.0,6.000396989579242,Croston
FOODS_2_111,FOODS_2,2016-01-01,6.0,6.473397098171466,Croston
FOODS_2_111,FOODS_2,2016-02-01,6.0,6.43526828874394,Croston
FOODS_2_111,FOODS_2,2016-03-01,11.0,6.399514830949049,Croston
FOODS_2_111,FOODS_2,2016-04-01,2.0,6.7842755509742405,Croston
FOODS_2_111,FOODS_2,2016-05-01,4.0,6.377486375962276,Croston
FOODS_2_314,FOODS_2,2015-05-01,15.0,15.666666666666666,SMA
FOODS_2_314,FOODS_2,2015-06-01,10.0,14.666666666666666,SMA
FOODS_2_314,FOODS_2,2015-07-01,17.0,13.0,SMA
FOODS_2_314,FOODS_2,2015-08-01,16.0,14.0,SMA
FOODS_2_314,FOODS_2,2015-09-01,14.0,14.333333333333334,SMA
FOODS_2_314,FOODS_2,2015-10-01,28.0,15.666666666666666,SMA
FOODS_2_314,FOODS_2,2015-11-01,34.0,19.333333333333332,SMA
FOODS_2_314,FOODS_2,2015-12-01,29.0,25.333333333333332,SMA
FOODS_2_314,FOODS_2,2016-01-01,25.0,30.333333333333332,SMA
FOODS_2_314,FOODS_2,2016-02-01,22.0,29.333333333333332,SMA
FOODS_2_314,FOODS_2,2016-03-01,9.0,25.333333333333332,SMA
FOODS_2_314,FOODS_2,2016-04-01,21.0,18.666666666666668,SMA
FOODS_2_314,FOODS_2,2016-05-01,6.0,17.333333333333332,SMA
FOODS_2_361,FOODS_2,2015-05-01,48.0,-6.085802151617354,Holt-Winters
FOODS_2_361,FOODS_2,2015-06-01,33.0,41.10061201715173,Holt-Winters
FOODS_2_361,FOODS_2,2015-07-01,38.0,35.33431503865059,Holt-Winters
FOODS_2_361,FOODS_2,2015-08-01,63.0,19.85248134812696,Holt-Winters
FOODS_2_361,FOODS_2,2015-09-01,41.0,44.898163347359755,Holt-Winters
FOODS_2_361,FOODS_2,2015-10-01,8.0,39.53725803725525,Holt-Winters
FOODS_2_361,FOODS_2,2015-11-01,60.0,34.793858061358016,Holt-Winters
FOODS_2_361,FOODS_2,2015-12-01,15.0,46.964996931691225,Holt-Winters
FOODS_2_361,FOODS_2,2016-01-01,1.0,24.15018363357116,Holt-Winters
FOODS_2_361,FOODS_2,2016-02-01,0.0,17.43006015573506,Holt-Winters
FOODS_2_361,FOODS_2,2016-03-01,43.0,11.628962784232934,Holt-Winters
FOODS_2_361,FOODS_2,2016-04-01,32.0,25.983477286089574,Holt-Winters
FOODS_2_361,FOODS_2,2016-05-01,36.0,34.319639182909604,Holt-Winters
FOODS_2_395,FOODS_2,2015-05-01,9.0,12.114701269595312,SES
FOODS_2_395,FOODS_2,2015-06-01,5.0,10.71162428349963,SES
FOODS_2_395,FOODS_2,2015-07-01,11.0,8.027184647383672,SES
FOODS_2_395,FOODS_2,2015-08-01,9.0,9.426713233295938,SES
FOODS_2_395,FOODS_2,2015-09-01,14.0,9.23427846832141,SES
FOODS_2_395,FOODS_2,2015-10-01,10.0,11.364625751740112,SES
FOODS_2_395,FOODS_2,2015-11-01,3.0,10.752625455634156,SES
FOODS_2_395,FOODS_2,2015-12-01,0.0,7.344828447312486,SES
FOODS_2_395,FOODS_2,2016-01-01,0.0,3.7566810360897183,SES
FOODS_2_395,FOODS_2,2016-02-01,0.0,1.7550215486532976,SES
FOODS_2_395,FOODS_2,2016-03-01,3.0,0.827786602722032,SES
FOODS_2_395,FOODS_2,2016-04-01,8.0,1.93306646718509,SES
FOODS_2_395,FOODS_2,2016-05-01,3.0,4.932681408673614,SES
FOODS_3_004,FOODS_3,2015-05-01,41.0,37.24793459312084,SES
FOODS_3_004,FOODS_3,2015-06-01,38.0,38.87990200567792,SES
FOODS_3_004,FOODS_3,2015-07-01,41.0,38.50010868175427,SES
FOODS_3_004,FOODS_3,2015-08-01,34.0,39.56679051591742,SES
FOODS_3_004,FOODS_3,2015-09-01,38.0,37.21397044513773,SES
FOODS_3_004,FOODS_3,2015-10-01,32.0,37.54439162774263,SES
FOODS_3_004,FOODS_3,2015-11-01,19.0,35.213532065572686,SES
FOODS_3_004,FOODS_3,2015-12-01,24.0,28.10954316102881,SES
FOODS_3_004,FOODS_3,2016-01-01,30.0,26.137383753519412,SES
FOODS_3_004,FOODS_3,2016-02-01,38.0,27.90449782644663,SES
FOODS_3_004,FOODS_3,2016-03-01,17.0,32.27858016919158,SES
FOODS_3_004,FOODS_3,2016-04-01,27.0,25.859929412307928,SES
FOODS_3_004,FOODS_3,2016-05-01,21.0,26.343630263070608,SES
FOODS_3_021,FOODS_3,2015-05-01,43.0,71.9521425409351,SES
FOODS_3_021,FOODS_3,2015-06-01,46.0,43.723382069314184,SES
FOODS_3_021,FOODS_3,2015-07-01,53.0,45.94127085625023,SES
FOODS_3_021,FOODS_3,2015-08-01,42.0,52.81644326519222,SES
FOODS_3_021,FOODS_3,2015-09-01,55.0,42.29642666301745,SES
FOODS_3_021,FOODS_3,2015-10-01,42.0,54.620653679007546,SES
FOODS_3_021,FOODS_3,2015-11-01,40.0,42.412684148976915,SES
FOODS_3_021,FOODS_3,2015-12-01,30.0,40.07759994815855,SES
FOODS_3_021,FOODS_3,2016-01-01,50.0,30.31977377511577,SES
FOODS_3_021,FOODS_3,2016-02-01,54.0,49.304708306542594,SES
FOODS_3_021,FOODS_3,2016-03-01,26.0,53.84262215406896,SES
FOODS_3_021,FOODS_3,2016-04-01,35.0,27.015596610184417,SES
FOODS_3_021,FOODS_3,2016-05-01,35.0,34.6808598124708,SES
FOODS_3_027,FOODS_3,2015-05-01,0.0,7.002297322383868e-05,SES
FOODS_3_027,FOODS_3,2015-06-01,0.0,1.7551728101770538e-07,SES
FOODS_3_027,FOODS_3,2015-07-01,0.0,4.39931080520975e-10,SES
FOODS_3_027,FOODS_3,2015-08-01,0.0,1.1029487717793494e-12,SES
FOODS_3_027,FOODS_3,2015-09-01,0.0,2.7647583021344824e-15,SES
FOODS_3_027,FOODS_3,2015-10-01,2.0,6.930275949487982e-18,SES
FOODS_3_027,FOODS_3,2015-11-01,25.0,1.994986728899492,SES
FOODS_3_027,FOODS_3,2015-12-01,25.0,24.986565482901916,SES
FOODS_3_027,FOODS_3,2016-01-01,22.0,24.99999248856095,SES
FOODS_3_027,FOODS_3,2016-02-01,16.0,22.001724066790235,SES
FOODS_3_027,FOODS_3,2016-03-01,26.0,16.000000089406967,SES
FOODS_3_027,FOODS_3,2016-04-01,10.0,25.977005124828572,SES
FOODS_3_027,FOODS_3,2016-05-01,11.0,10.140155877366235,SES
FOODS_3_032,FOODS_3,2015-05-01,69.0,58.9040056395076,SES
FOODS_3_032,FOODS_3,2015-06-01,50.0,63.16260134194617,SES
FOODS_3_032,FOODS_3,2015-07-01,51.0,57.77223505235173,SES
FOODS_3_032,FOODS_3,2015-08-01,43.0,54.934482983359494,SES
FOODS_3_032,FOODS_3,2015-09-01,33.0,49.84498213536013,SES
FOODS_3_032,FOODS_3,2015-10-01,35.0,42.35603815600954,SES
FOODS_3_032,FOODS_3,2015-11-01,40.0,38.963109732026844,SES
FOODS_3_032,FOODS_3,2015-12-01,24.0,39.43400409123076,SES
FOODS_3_032,FOODS_3,2016-01-01,35.0,32.45139094580223,SES
FOODS_3_032,FOODS_3,2016-02-01,40.0,33.617674897698976,SES
FOODS_3_032,FOODS_3,2016-03-01,34.0,36.470149375398805,SES
FOODS_3_032,FOODS_3,2016-04-01,37.0,35.37130049436203,SES
FOODS_3_032,FOODS_3,2016-05-01,23.0,36.095717947448705,SES
FOODS_3_100,FOODS_3,2015-05-01,35.0,28.228237499086546,SES
FOODS_3_100,FOODS_3,2015-06-01,33.0,32.0812444044482,SES
FOODS_3_100,FOODS_3,2015-07-01,34.0,32.612603253932065,SES
FOODS_3_100,FOODS_3,2015-08-01,30.0,33.41093595175712,SES
FOODS_3_100,FOODS_3,2015-09-01,6.0,31.463888619090135,SES
FOODS_3_100,FOODS_3,2015-10-01,6.0,16.341951619112763,SES
FOODS_3_100,FOODS_3,2015-11-01,0.0,8.200726516199826,SES
FOODS_3_100,FOODS_3,2015-12-01,23.0,1.8882188130753528,SES
FOODS_3_100,FOODS_3,2016-01-01,6.0,15.957165826202168,SES
FOODS_3_100,FOODS_3,2016-02-01,18.0,9.758967599200588,SES
FOODS_3_100,FOODS_3,2016-03-01,11.0,14.645208115502214,SES
FOODS_3_100,FOODS_3,2016-04-01,14.0,12.499463997440369,SES
FOODS_3_100,FOODS_3,2016-05-01,18.0,13.376043144876494,SES
FOODS_3_116,FOODS_3,2015-05-01,158.0,99.61059195336884,SES
FOODS_3_116,FOODS_3,2015-06-01,89.0,151.7324360177382,SES
FOODS_3_116,FOODS_3,2015-07-01,50.0,98.19302800442603,SES
FOODS_3_116,FOODS_3,2015-08-01,0.0,55.57636126708028,SES
FOODS_3_116,FOODS_3,2015-09-01,0.0,4.633600233438293,SES
FOODS_3_116,FOODS_3,2015-10-01,0.0,0.3712677783061939,SES
FOODS_3_116,FOODS_3,2015-11-01,0.0,0.030831534640708123,SES
FOODS_3_116,FOODS_3,2015-12-01,49.0,0.002563163759403328,SES
FOODS_3_116,FOODS_3,2016-01-01,49.0,44.92396039279659,SES
FOODS_3_116,FOODS_3,2016-02-01,78.0,48.67786694980257,SES
FOODS_3_116,FOODS_3,2016-03-01,120.0,75.69369501351646,SES
FOODS_3_116,FOODS_3,2016-04-01,98.0,117.12325234557122,SES
FOODS_3_116,FOODS_3,2016-05-01,49.0,99.38829687274607,SES
FOODS_3_131,FOODS_3,2015-05-01,82.0,69.16666666666667,SMA
FOODS_3_131,FOODS_3,2015-06-01,67.0,67.83333333333333,SMA
FOODS_3_131,FOODS_3,2015-07-01,93.0,66.5,SMA
FOODS_3_131,FOODS_3,2015-08-01,78.0,77.66666666666667,SMA
FOODS_3_131,FOODS_3,2015-09-01,85.0,76.83333333333333,SMA
FOODS_3_131,FOODS_3,2015-10-01,81.0,78.66666666666667,SMA
FOODS_3_131,FOODS_3,2015-11-01,71.0,81.0,SMA
FOODS_3_131,FOODS_3,2015-12-01,49.0,79.16666666666667,SMA
FOODS_3_131,FOODS_3,2016-01-01,79.0,76.16666666666667,SMA
FOODS_3_131,FOODS_3,2016-02-01,68.0,73.83333333333333,SMA
FOODS_3_131,FOODS_3,2016-03-01,57.0,72.16666666666667,SMA
FOODS_3_131,FOODS_3,2016-04-01,80.0,67.5,SMA
FOODS_3_131,FOODS_3,2016-05-01,53.0,67.33333333333333,SMA
FOODS_3_168,FOODS_3,2015-05-01,18.0,16.75,SMA
FOODS_3_168,FOODS_3,2015-06-01,33.0,16.666666666666668,SMA
FOODS_3_168,FOODS_3,2015-07-01,20.0,18.333333333333332,SMA
FOODS_3_168,FOODS_3,2015-08-01,28.0,19.083333333333332,SMA
FOODS_3_168,FOODS_3,2015-09-01,21.0,19.416666666666668,SMA
FOODS_3_168,FOODS_3,2015-10-01,27.0,20.166666666666668,SMA
FOODS_3_168,FOODS_3,2015-11-01,21.0,20.75,SMA
FOODS_3_168,FOODS_3,2015-12-01,22.0,20.916666666666668,SMA
FOODS_3_168,FOODS_3,2016-01-01,32.0,21.583333333333332,SMA
FOODS_3_168,FOODS_3,2016-02-01,18.0,23.333333333333332,SMA
FOODS_3_168,FOODS_3,2016-03-01,33.0,23.5,SMA
FOODS_3_168,FOODS_3,2016-04-01,41.0,24.416666666666668,SMA
FOODS_3_168,FOODS_3,2016-05-01,18.0,26.166666666666668,SMA
FOODS_3_184,FOODS_3,2015-05-01,57.0,98.66666666666667,SMA
FOODS_3_184,FOODS_3,2015-06-01,72.0,90.66666666666667,SMA
FOODS_3_184,FOODS_3,2015-07-01,85.0,88.83333333333333,SMA
FOODS_3_184,FOODS_3,2015-08-01,75.0,87.0,SMA
FOODS_3_184,FOODS_3,2015-09-01,78.0,85.5,SMA
FOODS_3_184,FOODS_3,2015-10-01,81.0,77.83333333333333,SMA
FOODS_3_184,FOODS_3,2015-11-01,70.0,74.66666666666667,SMA
FOODS_3_184,FOODS_3,2015-12-01,32.0,76.83333333333333,SMA
FOODS_3_184,FOODS_3,2016-01-01,0.0,70.16666666666667,SMA
FOODS_3_184,FOODS_3,2016-02-01,0.0,56.0,SMA
FOODS_3_184,FOODS_3,2016-03-01,36.0,43.5,SMA
FOODS_3_184,FOODS_3,2016-04-01,97.0,36.5,SMA
FOODS_3_184,FOODS_3,2016-05-01,62.0,39.166666666666664,SMA
FOODS_3_307,FOODS_3,2015-05-01,0.0,2.1094237534052423e-14,SES
FOODS_3_307,FOODS_3,2015-06-01,0.0,3.1432863375622665e-22,SES
FOODS_3_307,FOODS_3,2015-07-01,0.0,4.683861639443437e-30,SES
FOODS_3_307,FOODS_3,2015-08-01,0.0,6.979497729902621e-38,SES
FOODS_3_307,FOODS_3,2015-09-01,0.0,1.0400262072537274e-45,SES
FOODS_3_307,FOODS_3,2015-10-01,0.0,1.5497598160113803e-53,SES
FOODS_3_307,FOODS_3,2015-11-01,0.0,2.3093220830133263e-61,SES
FOODS_3_307,FOODS_3,2015-12-01,0.0,3.4411580607493614e-69,SES
FOODS_3_307,FOODS_3,2016-01-01,17.0,5.127725095673444e-77,SES
FOODS_3_307,FOODS_3,2016-02-01,142.0,16.99999974668026,SES
FOODS_3_307,FOODS_3,2016-03-01,161.0,141.99999813735485,SES
FOODS_3_307,FOODS_3,2016-04-01,144.0,160.9999997168779,SES
FOODS_3_307,FOODS_3,2016-05-01,110.0,144.00000025331974,SES
FOODS_3_371,FOODS_3,2015-05-01,11.0,1.9852334602665048e-23,SES
FOODS_3_371,FOODS_3,2015-06-01,9.0,10.999999836087227,SES
FOODS_3_371,FOODS_3,2015-07-01,9.0,9.031981534606219,SES
FOODS_3_371,FOODS_3,2015-08-01,13.0,9.000561483007408,SES
FOODS_3_371,FOODS_3,2015-09-01,15.0,12.927857396174531,SES
FOODS_3_371,FOODS_3,2015-10-01,0.0,14.990513026258649,SES
FOODS_3_371,FOODS_3,2015-11-01,19.0,1.0518510110396828,SES
FOODS_3_371,FOODS_3,2015-12-01,17.0,12.629937488188592,SES
FOODS_3_371,FOODS_3,2016-01-01,17.0,15.242363054484628,SES
FOODS_3_371,FOODS_3,2016-02-01,23.0,16.30645350202991,SES
FOODS_3_371,FOODS_3,2016-03-01,22.0,20.443562790886734,SES
FOODS_3_371,FOODS_3,2016-04-01,29.0,21.454706952823962,SES
FOODS_3_371,FOODS_3,2016-05-01,12.0,26.43700806948642,SES
FOODS_3_404,FOODS_3,2015-05-01,0.0,-34.422543091816834,Holt-Winters
FOODS_3_404,FOODS_3,2015-06-01,384.0,-33.969700348003556,Holt-Winters
FOODS_3_404,FOODS_3,2015-07-01,558.0,462.36694551116034,Holt-Winters
FOODS_3_404,FOODS_3,2015-08-01,687.0,572.4685570188581,Holt-Winters
FOODS_3_404,FOODS_3,2015-09-01,571.0,642.4739665426291,Holt-Winters
FOODS_3_404,FOODS_3,2015-10-01,143.0,427.6285207119138,Holt-Winters
FOODS_3_404,FOODS_3,2015-11-01,0.0,140.2436463054064,Holt-Winters
FOODS_3_404,FOODS_3,2015-12-01,20.0,21.490408897580465,Holt-Winters
FOODS_3_404,FOODS_3,2016-01-01,227.0,47.750677763168895,Holt-Winters
FOODS_3_404,FOODS_3,2016-02-01,227.0,289.4187208416909,Holt-Winters
FOODS_3_404,FOODS_3,2016-03-01,272.0,348.9857548789973,Holt-Winters
FOODS_3_404,FOODS_3,2016-04-01,0.0,178.3796150128416,Holt-Winters
FOODS_3_404,FOODS_3,2016-05-01,0.0,-39.565146244067435,Holt-Winters
FOODS_3_429,FOODS_3,2015-05-01,17.0,52.322760210547905,SES
FOODS_3_429,FOODS_3,2015-06-01,36.0,40.324162375395424,SES
FOODS_3_429,FOODS_3,2015-07-01,45.0,38.736142372676845,SES
FOODS_3_429,FOODS_3,2015-08-01,60.0,40.94592200226079,SES
FOODS_3_429,FOODS_3,2015-09-01,47.0,47.300006812043776,SES
FOODS_3_429,FOODS_3,2015-10-01,47.0,47.19981389899992,SES
FOODS_3_429,FOODS_3,2015-11-01,45.0,47.13347320703791,SES
FOODS_3_429,FOODS_3,2015-12-01,57.0,46.4275826346455,SES
FOODS_3_429,FOODS_3,2016-01-01,54.0,49.92447445599924,SES
FOODS_3_429,FOODS_3,2016-02-01,39.0,51.291002453234555,SES
FOODS_3_429,FOODS_3,2016-03-01,46.0,47.22812355598911,SES
FOODS_3_429,FOODS_3,2016-04-01,64.0,46.8252730010893,SES
FOODS_3_429,FOODS_3,2016-05-01,43.0,52.41794630723932,SES
FOODS_3_465,FOODS_3,2015-05-01,33.0,32.333333333333336,SMA
FOODS_3_465,FOODS_3,2015-06-01,50.0,34.666666666666664,SMA
FOODS_3_465,FOODS_3,2015-07-01,66.0,40.333333333333336,SMA
FOODS_3_465,FOODS_3,2015-08-01,61.0,49.666666666666664,SMA
FOODS_3_465,FOODS_3,2015-09-01,39.0,59.0,SMA
FOODS_3_465,FOODS_3,2015-10-01,32.0,55.333333333333336,SMA
FOODS_3_465,FOODS_3,2015-11-01,4.0,44.0,SMA
FOODS_3_465,FOODS_3,2015-12-01,51.0,25.0,SMA
FOODS_3_465,FOODS_3,2016-01-01,31.0,29.0,SMA
FOODS_3_465,FOODS_3,2016-02-01,19.0,28.666666666666668,SMA
FOODS_3_465,FOODS_3,2016-03-01,44.0,33.666666666666664,SMA
FOODS_3_465,FOODS_3,2016-04-01,39.0,31.333333333333332,SMA
FOODS_3_465,FOODS_3,2016-05-01,36.0,34.0,SMA
FOODS_3_474,FOODS_3,2015-05-01,182.0,130.86857270077545,SES
FOODS_3_474,FOODS_3,2015-06-01,138.0,161.62227597526706,SES
FOODS_3_474,FOODS_3,2015-07-01,140.0,147.47377034657148,SES
FOODS_3_474,FOODS_3,2015-08-01,106.0,143.04856050068517,SES
FOODS_3_474,FOODS_3,2015-09-01,153.0,121.09402484632261,SES
FOODS_3_474,FOODS_3,2015-10-01,158.0,139.94047901159473,SES
FOODS_3_474,FOODS_3,2015-11-01,108.0,150.59511843605765,SES
FOODS_3_474,FOODS_3,2015-12-01,100.0,125.58005608312277,SES
FOODS_3_474,FOODS_3,2016-01-01,81.0,110.4800776903161,SES
FOODS_3_474,FOODS_3,2016-02-01,88.0,92.96011793023668,SES
FOODS_3_474,FOODS_3,2016-03-01,120.0,90.00580537490538,SES
FOODS_3_474,FOODS_3,2016-04-01,219.0,107.75296793844467,SES
FOODS_3_474,FOODS_3,2016-05-01,112.0,174.35471647534612,SES
FOODS_3_502,FOODS_3,2015-05-01,85.0,69.33333333333333,SMA
FOODS_3_502,FOODS_3,2015-06-01,49.0,80.66666666666667,SMA
FOODS_3_502,FOODS_3,2015-07-01,85.0,72.66666666666667,SMA
FOODS_3_502,FOODS_3,2015-08-01,90.0,73.0,SMA
FOODS_3_502,FOODS_3,2015-09-01,64.0,74.66666666666667,SMA
FOODS_3_502,FOODS_3,2015-10-01,82.0,79.66666666666667,SMA
FOODS_3_502,FOODS_3,2015-11-01,49.0,78.66666666666667,SMA
FOODS_3_502,FOODS_3,2015-12-01,43.0,65.0,SMA
FOODS_3_502,FOODS_3,2016-01-01,78.0,58.0,SMA
FOODS_3_502,FOODS_3,2016-02-01,54.0,56.666666666666664,SMA
FOODS_3_502,FOODS_3,2016-03-01,46.0,58.333333333333336,SMA
FOODS_3_502,FOODS_3,2016-04-01,58.0,59.333333333333336,SMA
FOODS_3_502,FOODS_3,2016-05-01,47.0,52.666666666666664,SMA
FOODS_3_503,FOODS_3,2015-05-01,70.0,30.14630690616927,Holt-Winters
FOODS_3_503,FOODS_3,2015-06-01,76.0,55.226947129930394,Holt-Winters
FOODS_3_503,FOODS_3,2015-07-01,97.0,97.63326205997399,Holt-Winters
FOODS_3_503,FOODS_3,2015-08-01,96.0,112.79148621786402,Holt-Winters
FOODS_3_503,FOODS_3,2015-09-01,86.0,86.13696584276562,Holt-Winters
FOODS_3_503,FOODS_3,2015-10-01,86.0,91.46512778966226,Holt-Winters
FOODS_3_503,FOODS_3,2015-11-01,84.0,66.09945046646895,Holt-Winters
FOODS_3_503,FOODS_3,2015-12-01,73.0,77.54901662366971,Holt-Winters
FOODS_3_503,FOODS_3,2016-01-01,84.0,72.29998763446227,Holt-Winters
FOODS_3_503,FOODS_3,2016-02-01,67.0,70.06813083784769,Holt-Winters
FOODS_3_503,FOODS_3,2016-03-01,108.0,80.8167016816882,Holt-Winters
FOODS_3_503,FOODS_3,2016-04-01,143.0,97.709562767481,Holt-Winters
FOODS_3_503,FOODS_3,2016-05-01,79.0,166.33889652356262,Holt-Winters
FOODS_3_564,FOODS_3,2015-05-01,5.0,21.26160686520877,SES
FOODS_3_564,FOODS_3,2015-06-01,1.0,12.605535218532408,SES
FOODS_3_564,FOODS_3,2015-07-01,11.0,6.304522647829596,SES
FOODS_3_564,FOODS_3,2015-08-01,31.0,8.851269003550655,SES
FOODS_3_564,FOODS_3,2015-09-01,36.0,20.560441834152716,SES
FOODS_3_564,FOODS_3,2015-10-01,46.0,29.262521167593526,SES
